186,"Swift Current Airport","Swift Current","Canada","YYN","CYYN",50.291900634799994,-107.691001892,2680,-6,"N","America/Regina","airport","OurAirports"
187,"Churchill Airport","Churchill","Canada","YYQ","CYYQ",58.739200592041016,-94.06500244140625,94,-6,"A","America/Winnipeg","airport","OurAirports"
188,"Goose Bay Airport","Goose Bay","Canada","YYR","CYYR",53.3191986084,-60.4258003235,160,-4,"A","America/Halifax","airport","OurAirports"
189,"St. John's International Airport","St. John's","Canada","YYT","CYYT",47.618598938,-52.7518997192,461,-3.5,"A","America/St_Johns","airport","OurAirports"
190,"Kapuskasing Airport","Kapuskasing","Canada","YYU","CYYU",49.41389846801758,-82.46749877929688,743,-5,"A","America/Toronto","airport","OurAirports"
191,"Armstrong Airport","Armstrong","Canada","YYW","CYYW",50.29029846191406,-88.90969848632812,1058,-5,"A","America/Toronto","airport","OurAirports"
192,"Mont Joli Airport","Mont Joli","Canada","YYY","CYYY",48.60860061645508,-68.20809936523438,172,-5,"A","America/Toronto","airport","OurAirports"
193,"Lester B. Pearson International Airport","Toronto","Canada","YYZ","CYYZ",43.6772003174,-79.63059997559999,569,-5,"A","America/Toronto","airport","OurAirports"
194,"Downsview Airport","Toronto","Canada","YZD","CYZD",43.74250030517578,-79.4655990600586,652,-5,"A","America/Toronto","airport","OurAirports"
195,"Gore Bay Manitoulin Airport","Gore Bay","Canada","YZE","CYZE",45.88529968261719,-82.56780242919922,635,-5,"A","America/Toronto","airport","OurAirports"
196,"Yellowknife Airport","Yellowknife","Canada","YZF","CYZF",62.462799072265625,-114.44000244140625,675,-7,"A","America/Edmonton","airport","OurAirports"
197,"Slave Lake Airport","Slave Lake","Canada","YZH","CYZH",55.2930984497,-114.777000427,1912,-7,"A","America/Edmonton","airport","OurAirports"
198,"Sandspit Airport","Sandspit","Canada","YZP","CYZP",53.25429916379999,-131.813995361,21,-8,"A","America/Vancouver","airport","OurAirports"
199,"Chris Hadfield Airport","Sarnia","Canada","YZR","CYZR",42.9994010925293,-82.30889892578125,594,-5,"A","America/Toronto","airport","OurAirports"
200,"Port Hardy Airport","Port Hardy","Canada","YZT","CYZT",50.680599212646484,-127.36699676513672,71,-8,"A","America/Vancouver","airport","OurAirports"
201,"Whitecourt Airport","Whitecourt","Canada","YZU","CYZU",54.14390182495117,-115.78700256347656,2567,-7,"A","America/Edmonton","airport","OurAirports"
202,"Sept-Îles Airport","Sept-iles","Canada","YZV","CYZV",50.22330093383789,-66.2656021118164,180,-5,"A","America/Toronto","airport","OurAirports"
203,"Teslin Airport","Teslin","Canada","YZW","CYZW",60.17279815673828,-132.7429962158203,2313,-8,"A","America/Vancouver","airport","OurAirports"
204,"CFB Greenwood","Greenwood","Canada","YZX","CYZX",44.98440170288086,-64.91690063476562,92,-4,"A","America/Halifax","airport","OurAirports"
205,"Faro Airport","Faro","Canada","ZFA","CZFA",62.20750045776367,-133.37600708007812,2351,-8,"A","America/Vancouver","airport","OurAirports"
206,"Fort Mcpherson Airport","Fort Mcpherson","Canada","ZFM","CZFM",67.40750122070312,-134.86099243164062,116,-7,"A","America/Edmonton","airport","OurAirports"
207,"Blida Airport","Blida","Algeria","QLD","DAAB",36.50360107421875,2.8141698837280273,535,1,"N","Africa/Algiers","airport","OurAirports"
208,"Bou Saada Airport","Bou Saada","Algeria","BUJ","DAAD",35.33250045776367,4.206389904022217,1506,1,"N","Africa/Algiers","airport","OurAirports"
209,"Soummam Airport","Bejaja","Algeria","BJA","DAAE",36.7120018005,5.0699200630200005,20,1,"N","Africa/Algiers","airport","OurAirports"
210,"Houari Boumediene Airport","Algier","Algeria","ALG","DAAG",36.691001892089844,3.215409994125366,82,1,"N","Africa/Algiers","airport","OurAirports"
211,"Djanet Inedbirene Airport","Djanet","Algeria","DJG","DAAJ",24.292801,9.45244,3176,1,"N","Africa/Algiers","airport","OurAirports"
212,"Boufarik Airport","Boufarik","Algeria",\N,"DAAK",36.545799,2.87611,335,1,"N","Africa/Algiers","airport","OurAirports"
213,"Reggane Airport","Reggan","Algeria",\N,"DAAN",26.7101,0.285647,955,1,"N","Africa/Algiers","airport","OurAirports"
214,"Illizi Takhamalt Airport","Illizi","Algeria","VVZ","DAAP",26.7234992981,8.62265014648,1778,1,"N","Africa/Algiers","airport","OurAirports"
215,"Ain Oussera Airport","Ain Oussera","Algeria",\N,"DAAQ",35.52539825439453,2.8787100315093994,2132,1,"N","Africa/Algiers","airport","OurAirports"
216,"Aguenar – Hadj Bey Akhamok Airport","Tamanrasset","Algeria","TMR","DAAT",22.8115005493,5.45107984543,4518,1,"N","Africa/Algiers","airport","OurAirports"
217,"Jijel Ferhat Abbas Airport","Jijel","Algeria","GJL","DAAV",36.7951011658,5.87361001968,36,1,"N","Africa/Algiers","airport","OurAirports"
218,"Mecheria Airport","Mecheria","Algeria","MZW","DAAY",33.535900116,-0.242353007197,3855,1,"N","Africa/Algiers","airport","OurAirports"
219,"Relizane Airport","Relizane","Algeria",\N,"DAAZ",35.752201,0.626272,282,1,"N","Africa/Algiers","airport","OurAirports"
220,"Rabah Bitat Airport","Annaba","Algeria","AAE","DABB",36.822201,7.809174,16,1,"N","Africa/Algiers","airport","OurAirports"
221,"Mohamed Boudiaf International Airport","Constantine","Algeria","CZL","DABC",36.2760009765625,6.620389938354492,2265,1,"N","Africa/Algiers","airport","OurAirports"
222,"Cheikh Larbi Tébessi Airport","Tebessa","Algeria","TEE","DABS",35.4315986633,8.12071990967,2661,1,"N","Africa/Algiers","airport","OurAirports"
224,"Hassi R'Mel Airport","Tilrempt","Algeria","HRM","DAFH",32.93040084838867,3.311539888381958,2540,1,"N","Africa/Algiers","airport","OurAirports"
225,"Bou Chekif Airport","Tiaret","Algeria","TID","DAOB",35.3410987854,1.46315002441,3245,1,"N","Africa/Algiers","airport","OurAirports"
226,"Bou Sfer Airport","Bou Sfer","Algeria",\N,"DAOE",35.73540115356445,-0.8053889870643616,187,1,"N","Africa/Algiers","airport","OurAirports"
227,"Tindouf Airport","Tindouf","Algeria","TIN","DAOF",27.7003993988,-8.167099952700001,1453,1,"N","Africa/Algiers","airport","OurAirports"
228,"Ech Cheliff Airport","Ech-cheliff","Algeria","CFK","DAOI",36.2126998901,1.33176994324,463,1,"N","Africa/Algiers","airport","OurAirports"
229,"Tafaraoui Airport","Oran","Algeria","TAF","DAOL",35.54240036010742,-0.5322780013084412,367,1,"N","Africa/Algiers","airport","OurAirports"
230,"Zenata – Messali El Hadj Airport","Tlemcen","Algeria","TLM","DAON",35.0167007446,-1.45000004768,814,1,"N","Africa/Algiers","airport","OurAirports"
231,"Es Senia Airport","Oran","Algeria","ORN","DAOO",35.6239013672,-0.6211829781529999,295,1,"N","Africa/Algiers","airport","OurAirports"
232,"Sidi Bel Abbes Airport","Sidi Bel Abbes","Algeria","BFW","DAOS",35.1717987061,-0.593275010586,1614,1,"N","Africa/Algiers","airport","OurAirports"
233,"Ghriss Airport","Ghriss","Algeria","MUW","DAOV",35.207698822021484,0.14714199304580688,1686,1,"N","Africa/Algiers","airport","OurAirports"
234,"Touat Cheikh Sidi Mohamed Belkebir Airport","Adrar","Algeria","AZR","DAUA",27.837600708007812,-0.18641400337219238,919,1,"N","Africa/Algiers","airport","OurAirports"
235,"Biskra Airport","Biskra","Algeria","BSK","DAUB",34.793300628699996,5.73823022842,289,1,"N","Africa/Algiers","airport","OurAirports"
236,"El Golea Airport","El Golea","Algeria","ELG","DAUE",30.571300506591797,2.8595900535583496,1306,1,"N","Africa/Algiers","airport","OurAirports"
237,"Noumérat - Moufdi Zakaria Airport","Ghardaia","Algeria","GHA","DAUG",32.38410186767578,3.794110059738159,1512,1,"N","Africa/Algiers","airport","OurAirports"
238,"Oued Irara Airport","Hassi Messaoud","Algeria","HME","DAUH",31.673000335699996,6.140439987180001,463,1,"N","Africa/Algiers","airport","OurAirports"
239,"In Salah Airport","In Salah","Algeria","INZ","DAUI",27.250999450699997,2.51202011108,896,1,"N","Africa/Algiers","airport","OurAirports"
240,"Touggourt Sidi Madhi Airport","Touggourt","Algeria","TGR","DAUK",33.06779861450195,6.088669776916504,279,1,"N","Africa/Algiers","airport","OurAirports"
241,"Laghouat Airport","Laghouat","Algeria","LOO","DAUL",33.764400482199996,2.92833995819,2510,1,"N","Africa/Algiers","airport","OurAirports"
242,"Timimoun Airport","Timimoun","Algeria","TMX","DAUT",29.2371006012,0.276033014059,1027,1,"N","Africa/Algiers","airport","OurAirports"
243,"Ain el Beida Airport","Ouargla","Algeria","OGX","DAUU",31.917200088500977,5.412779808044434,492,1,"N","Africa/Algiers","airport","OurAirports"
244,"In Aménas Airport","Zarzaitine","Algeria","IAM","DAUZ",28.0515,9.64291,1847,1,"N","Africa/Algiers","airport","OurAirports"
245,"Cadjehoun Airport","Cotonou","Benin","COO","DBBB",6.357230186462402,2.384350061416626,19,1,"N","Africa/Porto-Novo","airport","OurAirports"
246,"Ouagadougou Airport","Ouagadougou","Burkina Faso","OUA","DFFD",12.3532,-1.51242,1037,0,"N","Africa/Ouagadougou","airport","OurAirports"
247,"Bobo Dioulasso Airport","Bobo-dioulasso","Burkina Faso","BOY","DFOO",11.160099983215332,-4.33096981048584,1511,0,"N","Africa/Ouagadougou","airport","OurAirports"
248,"Kotoka International Airport","Accra","Ghana","ACC","DGAA",5.605189800262451,-0.16678600013256073,205,0,"N","Africa/Accra","airport","OurAirports"
249,"Tamale Airport","Tamale","Ghana","TML","DGLE",9.55718994140625,-0.8632140159606934,553,0,"N","Africa/Accra","airport","OurAirports"
250,"Wa Airport","Wa","Ghana",\N,"DGLW",10.0826997756958,-2.507689952850342,1060,0,"N","Africa/Accra","airport","OurAirports"
251,"Sunyani Airport","Sunyani","Ghana","NYI","DGSN",7.361830234527588,-2.3287599086761475,1014,0,"N","Africa/Accra","airport","OurAirports"
252,"Takoradi Airport","Takoradi","Ghana","TKD","DGTK",4.896059989929199,-1.7747600078582764,21,0,"N","Africa/Accra","airport","OurAirports"
253,"Port Bouet Airport","Abidjan","Cote d'Ivoire","ABJ","DIAP",5.261390209197998,-3.9262900352478027,21,0,"N","Africa/Abidjan","airport","OurAirports"
254,"Bouaké Airport","Bouake","Cote d'Ivoire","BYK","DIBK",7.738800048828125,-5.073669910430908,1230,0,"N","Africa/Abidjan","airport","OurAirports"
255,"Daloa Airport","Daloa","Cote d'Ivoire","DJO","DIDL",6.792809963226318,-6.473189830780029,823,0,"N","Africa/Abidjan","airport","OurAirports"
256,"Korhogo Airport","Korhogo","Cote d'Ivoire","HGO","DIKO",9.38718032837,-5.55666017532,1214,0,"N","Africa/Abidjan","airport","OurAirports"
257,"Man Airport","Man","Cote d'Ivoire","MJC","DIMN",7.272069931030273,-7.58735990524292,1089,0,"N","Africa/Abidjan","airport","OurAirports"
258,"San Pedro Airport","San Pedro","Cote d'Ivoire","SPY","DISP",4.746719837188721,-6.660820007324219,26,0,"N","Africa/Abidjan","airport","OurAirports"
259,"Yamoussoukro Airport","Yamoussoukro","Cote d'Ivoire","ASK","DIYO",6.9031701088,-5.36558008194,699,0,"N","Africa/Abidjan","airport","OurAirports"
260,"Nnamdi Azikiwe International Airport","Abuja","Nigeria","ABV","DNAA",9.006790161132812,7.263169765472412,1123,1,"N","Africa/Lagos","airport","OurAirports"
261,"Akure Airport","Akure","Nigeria","AKR","DNAK",7.246739864349365,5.3010101318359375,1100,1,"N","Africa/Lagos","airport","OurAirports"
262,"Benin Airport","Benin","Nigeria","BNI","DNBE",6.316979885101318,5.5995001792907715,258,1,"N","Africa/Lagos","airport","OurAirports"
263,"Margaret Ekpo International Airport","Calabar","Nigeria","CBQ","DNCA",4.976019859313965,8.347200393676758,210,1,"N","Africa/Lagos","airport","OurAirports"
264,"Akanu Ibiam International Airport","Enugu","Nigeria","ENU","DNEN",6.474269866943359,7.561960220336914,466,1,"N","Africa/Lagos","airport","OurAirports"
265,"Gusau Airport","Gusau","Nigeria",\N,"DNGU",12.1717,6.69611,1520,1,"N","Africa/Lagos","airport","OurAirports"
266,"Ibadan Airport","Ibadan","Nigeria","IBA","DNIB",7.362460136413574,3.97832989692688,725,1,"N","Africa/Lagos","airport","OurAirports"
267,"Ilorin International Airport","Ilorin","Nigeria","ILR","DNIL",8.440210342407227,4.493919849395752,1126,1,"N","Africa/Lagos","airport","OurAirports"
268,"Yakubu Gowon Airport","Jos","Nigeria","JOS","DNJO",9.639829635620117,8.869050025939941,4232,1,"N","Africa/Lagos","airport","OurAirports"
269,"Kaduna Airport","Kaduna","Nigeria","KAD","DNKA",10.696000099182129,7.320109844207764,2073,1,"N","Africa/Lagos","airport","OurAirports"
270,"Mallam Aminu International Airport","Kano","Nigeria","KAN","DNKN",12.0476,8.52462,1562,1,"N","Africa/Lagos","airport","OurAirports"
271,"Maiduguri International Airport","Maiduguri","Nigeria","MIU","DNMA",11.855299949645996,13.080900192260742,1099,1,"N","Africa/Lagos","airport","OurAirports"
272,"Makurdi Airport","Makurdi","Nigeria","MDI","DNMK",7.70388,8.61394,371,1,"N","Africa/Lagos","airport","OurAirports"
273,"Murtala Muhammed International Airport","Lagos","Nigeria","LOS","DNMM",6.5773701667785645,3.321160078048706,135,1,"N","Africa/Lagos","airport","OurAirports"
274,"Minna Airport","Minna","Nigeria","MXJ","DNMN",9.652170181274414,6.462259769439697,834,1,"N","Africa/Lagos","airport","OurAirports"
275,"Port Harcourt International Airport","Port Hartcourt","Nigeria","PHC","DNPO",5.0154900550842285,6.94959020614624,87,1,"N","Africa/Lagos","airport","OurAirports"
276,"Sadiq Abubakar III International Airport","Sokoto","Nigeria","SKO","DNSO",12.916299819946289,5.207190036773682,1010,1,"N","Africa/Lagos","airport","OurAirports"
277,"Yola Airport","Yola","Nigeria","YOL","DNYO",9.257550239562988,12.430399894714355,599,1,"N","Africa/Lagos","airport","OurAirports"
278,"Zaria Airport","Zaria","Nigeria","ZAR","DNZA",11.1302,7.68581,2170,1,"N","Africa/Lagos","airport","OurAirports"
279,"Maradi Airport","Maradi","Niger","MFQ","DRRM",13.5024995803833,7.1267499923706055,1240,1,"N","Africa/Niamey","airport","OurAirports"
280,"Diori Hamani International Airport","Niamey","Niger","NIM","DRRN",13.4815,2.18361,732,1,"N","Africa/Niamey","airport","OurAirports"
281,"Tahoua Airport","Tahoua","Niger","THZ","DRRT",14.875699996948242,5.265359878540039,1266,1,"N","Africa/Niamey","airport","OurAirports"
282,"Mano Dayak International Airport","Agadez","Niger","AJY","DRZA",16.965999603271484,8.000109672546387,1657,1,"N","Africa/Niamey","airport","OurAirports"
283,"Dirkou Airport","Dirkou","Niger",\N,"DRZD",18.968700408935547,12.86870002746582,1273,1,"N","Africa/Niamey","airport","OurAirports"
284,"Diffa Airport","Diffa","Niger",\N,"DRZF",13.372900009155273,12.626700401306152,994,1,"N","Africa/Niamey","airport","OurAirports"
285,"Zinder Airport","Zinder","Niger","ZND","DRZR",13.779000282287598,8.983759880065918,1516,1,"N","Africa/Niamey","airport","OurAirports"
286,"Monastir Habib Bourguiba International Airport","Monastir","Tunisia","MIR","DTMB",35.75809860229492,10.75469970703125,9,1,"E","Africa/Tunis","airport","OurAirports"
287,"Tunis Carthage International Airport","Tunis","Tunisia","TUN","DTTA",36.85100173950195,10.22719955444336,22,1,"E","Africa/Tunis","airport","OurAirports"
288,"Sidi Ahmed Air Base","Bizerte","Tunisia",\N,"DTTB",37.245398,9.79145,20,1,"E","Africa/Tunis","airport","OurAirports"
289,"Remada Air Base","Remada","Tunisia",\N,"DTTD",32.30619812011719,10.382100105285645,1004,1,"E","Africa/Tunis","airport","OurAirports"
290,"Gafsa Ksar International Airport","Gafsa","Tunisia","GAF","DTTF",34.422000885009766,8.822500228881836,1060,1,"E","Africa/Tunis","airport","OurAirports"
291,"Gabès Matmata International Airport","Gabes","Tunisia","GAE","DTTG",33.87689971923828,10.103300094604492,26,1,"E","Africa/Tunis","airport","OurAirports"
292,"Borj El Amri Airport","Bordj El Amri","Tunisia",\N,"DTTI",36.72129821777344,9.94314956665039,110,1,"E","Africa/Tunis","airport","OurAirports"
293,"Djerba Zarzis International Airport","Djerba","Tunisia","DJE","DTTJ",33.875,10.775500297546387,19,1,"E","Africa/Tunis","airport","OurAirports"
294,"El Borma Airport","El Borma","Tunisia","EBM","DTTR",31.704299926757812,9.254619598388672,827,1,"E","Africa/Tunis","airport","OurAirports"
295,"Sfax Thyna International Airport","Sfax","Tunisia","SFA","DTTX",34.71799850463867,10.690999984741211,85,1,"E","Africa/Tunis","airport","OurAirports"
296,"Tozeur Nefta International Airport","Tozeur","Tunisia","TOE","DTTZ",33.939701080322266,8.110560417175293,287,1,"E","Africa/Tunis","airport","OurAirports"
297,"Niamtougou International Airport","Niatougou","Togo","LRL","DXNG",9.767330169677734,1.091249942779541,1515,0,"N","Africa/Lome","airport","OurAirports"
298,"Lomé-Tokoin Airport","Lome","Togo","LFW","DXXX",6.165609836578369,1.2545100450515747,72,0,"N","Africa/Lome","airport","OurAirports"
299,"Antwerp International Airport (Deurne)","Antwerp","Belgium","ANR","EBAW",51.1893997192,4.46027994156,39,1,"E","Europe/Brussels","airport","OurAirports"
300,"Beauvechain Air Base","Beauvechain","Belgium",\N,"EBBE",50.75859832763672,4.768330097198486,370,1,"E","Europe/Brussels","airport","OurAirports"
301,"Kleine Brogel Air Base","Kleine Brogel","Belgium",\N,"EBBL",51.168301,5.47,200,1,"E","Europe/Brussels","airport","OurAirports"
302,"Brussels Airport","Brussels","Belgium","BRU","EBBR",50.901401519800004,4.48443984985,184,1,"E","Europe/Brussels","airport","OurAirports"
303,"Jehonville Air Base","Bertrix","Belgium",\N,"EBBX",49.891700744628906,5.2238898277282715,1514,1,"E","Europe/Brussels","airport","OurAirports"
304,"Brussels South Charleroi Airport","Charleroi","Belgium","CRL","EBCI",50.459202,4.45382,614,1,"E","Europe/Brussels","airport","OurAirports"
305,"Chièvres Air Base","Chievres","Belgium",\N,"EBCV",50.575801849365234,3.8310000896453857,194,1,"E","Europe/Brussels","airport","OurAirports"
306,"Koksijde Air Base","Koksijde","Belgium",\N,"EBFN",51.090301513671875,2.652780055999756,20,1,"E","Europe/Brussels","airport","OurAirports"
307,"Florennes Air Base","Florennes","Belgium",\N,"EBFS",50.2433013916,4.64583015442,935,1,"E","Europe/Brussels","airport","OurAirports"
308,"Wevelgem Airport","Kortrijk-vevelgem","Belgium","KJK","EBKT",50.817199707,3.20472002029,64,1,"E","Europe/Brussels","airport","OurAirports"
309,"Liège Airport","Liege","Belgium","LGG","EBLG",50.63740158081055,5.443220138549805,659,1,"E","Europe/Brussels","airport","OurAirports"
310,"Ostend-Bruges International Airport","Ostend","Belgium","OST","EBOS",51.198898315399994,2.8622200489,13,1,"E","Europe/Brussels","airport","OurAirports"
311,"Zutendaal Air Base","Zutendaal","Belgium",\N,"EBSL",50.9474983215332,5.590559959411621,312,1,"E","Europe/Brussels","airport","OurAirports"
312,"Brustem Airfield Sint Truiden","Sint-truiden","Belgium",\N,"EBST",50.791901,5.20167,246,1,"E","Europe/Brussels","airport","OurAirports"
313,"Saint Hubert Air Base","St.-hubert","Belgium",\N,"EBSU",50.034400939941406,5.440810203552246,1930,1,"E","Europe/Brussels","airport","OurAirports"
314,"Ursel Air Base","Ursel","Belgium",\N,"EBUL",51.14419937133789,3.475559949874878,95,1,"E","Europe/Brussels","airport","OurAirports"
315,"Weelde Air Base","Weelde","Belgium",\N,"EBWE",51.394798278808594,4.9601898193359375,105,1,"E","Europe/Brussels","airport","OurAirports"
316,"Zoersel (Oostmalle) Airfield","Zoersel","Belgium","OBL","EBZR",51.264702,4.75333,53,1,"E","Europe/Brussels","airport","OurAirports"
317,"Flugplatz Bautzen","Bautzen","Germany",\N,"EDAB",51.193611,14.519722,568,1,"E","Europe/Berlin","airport","OurAirports"
318,"Altenburg-Nobitz Airport","Altenburg","Germany","AOC","EDAC",50.981945,12.506389,640,1,"E","Europe/Berlin","airport","OurAirports"
319,"Dessau Airfield","Dessau","Germany",\N,"EDAD",51.831694,12.190962,187,1,"E","Europe/Berlin","airport","OurAirports"
320,"Eisenhüttenstadt Airfield","Eisenhuettenstadt","Germany",\N,"EDAE",52.195856,14.58753,144,1,"E","Europe/Berlin","airport","OurAirports"
322,"Großenhain Airport","Suhl","Germany",\N,"EDAK",51.30805587768555,13.555556297302246,417,1,"E","Europe/Berlin","airport","OurAirports"
323,"Merseburg Airport","Muehlhausen","Germany",\N,"EDAM",51.3630556,11.9408333,341,1,"E","Europe/Berlin","airport","OurAirports"
324,"Halle-Oppin Airport","Halle","Germany",\N,"EDAQ",51.552223,12.053889,348,1,"E","Europe/Berlin","airport","OurAirports"
325,"Riesa-Göhlis Airport","Riesa","Germany","IES","EDAU",51.2936096191,13.3561105728,322,1,"E","Europe/Berlin","airport","OurAirports"
326,"Rechlin-Lärz Airport","Rechlin-laerz","Germany","REB","EDAX",53.306388855,12.7522220612,220,1,"E","Europe/Berlin","airport","OurAirports"
327,"Strausberg Airport","Strausberg","Germany",\N,"EDAY",52.5805549621582,13.916666984558105,262,1,"E","Europe/Berlin","airport","OurAirports"
328,"Schönhagen Airport","Schoenhagen","Germany","QXH","EDAZ",52.203609,13.156389,152,1,"E","Europe/Berlin","airport","OurAirports"
329,"Barth Airport","Barth","Germany","BBH","EDBH",54.338253,12.710515,23,1,"E","Europe/Berlin","airport","OurAirports"
330,"Jena-Schöngleina Airfield","Jena","Germany",\N,"EDBJ",50.915279,11.714444,1247,1,"E","Europe/Berlin","airport","OurAirports"
331,"Kyritz Airport","Kyritz","Germany",\N,"EDBK",52.918888092041016,12.425277709960938,131,1,"E","Europe/Berlin","airport","OurAirports"
332,"Magdeburg ""City"" Airport","Magdeburg","Germany","ZMG","EDBM",52.073612,11.626389,259,1,"E","Europe/Berlin","airport","OurAirports"
333,"Rothenburg/Görlitz Airport","Rothenburg/ol","Germany",\N,"EDBR",51.36333465576172,14.949999809265137,518,1,"E","Europe/Berlin","airport","OurAirports"
334,"Anklam Airfield","Anklam","Germany",\N,"EDCA",53.832779,13.668611,16,1,"E","Europe/Berlin","airport","OurAirports"
335,"Cottbus-Drewitz Airport","Cottbus","Germany","CBU","EDCD",51.889442,14.531944,272,1,"E","Europe/Berlin","airport","OurAirports"
336,"Kamenz Airport","Kamenz","Germany",\N,"EDCM",51.29694366455078,14.1274995803833,495,1,"E","Europe/Berlin","airport","OurAirports"
337,"Berlin-Schönefeld Airport","Berlin","Germany","SXF","EDDB",52.380001,13.5225,157,1,"E","Europe/Berlin","airport","OurAirports"
338,"Dresden Airport","Dresden","Germany","DRS","EDDC",51.1328010559082,13.767200469970703,755,1,"E","Europe/Berlin","airport","OurAirports"
339,"Erfurt Airport","Erfurt","Germany","ERF","EDDE",50.979801177978516,10.958100318908691,1036,1,"E","Europe/Berlin","airport","OurAirports"
340,"Frankfurt am Main Airport","Frankfurt","Germany","FRA","EDDF",50.033333,8.570556,364,1,"E","Europe/Berlin","airport","OurAirports"
341,"Münster Osnabrück Airport","Munster","Germany","FMO","EDDG",52.134601593,7.68483018875,160,1,"E","Europe/Berlin","airport","OurAirports"
342,"Hamburg Airport","Hamburg","Germany","HAM","EDDH",53.630401611328,9.9882297515869,53,1,"E","Europe/Berlin","airport","OurAirports"
343,"Berlin-Tempelhof International Airport","Berlin","Germany","THF","EDDI",52.472999572753906,13.403900146484375,167,1,"E","Europe/Berlin","airport","OurAirports"
344,"Cologne Bonn Airport","Cologne","Germany","CGN","EDDK",50.8658981323,7.1427397728,302,1,"E","Europe/Berlin","airport","OurAirports"
345,"Düsseldorf Airport","Duesseldorf","Germany","DUS","EDDL",51.289501,6.76678,147,1,"E","Europe/Berlin","airport","OurAirports"
346,"Munich Airport","Munich","Germany","MUC","EDDM",48.353802,11.7861,1487,1,"E","Europe/Berlin","airport","OurAirports"
347,"Nuremberg Airport","Nuernberg","Germany","NUE","EDDN",49.498699,11.078056,1046,1,"E","Europe/Berlin","airport","OurAirports"
348,"Leipzig/Halle Airport","Leipzig","Germany","LEJ","EDDP",51.423889,12.236389,465,1,"E","Europe/Berlin","airport","OurAirports"
349,"Saarbrücken Airport","Saarbruecken","Germany","SCN","EDDR",49.214599609400004,7.10950994492,1058,1,"E","Europe/Berlin","airport","OurAirports"
350,"Stuttgart Airport","Stuttgart","Germany","STR","EDDS",48.689899444599995,9.22196006775,1276,1,"E","Europe/Berlin","airport","OurAirports"
351,"Berlin-Tegel Airport","Berlin","Germany","TXL","EDDT",52.5597,13.2877,122,1,"E","Europe/Berlin","airport","OurAirports"
352,"Hannover Airport","Hannover","Germany","HAJ","EDDV",52.461101532,9.685079574580001,183,1,"E","Europe/Berlin","airport","OurAirports"
353,"Bremen Airport","Bremen","Germany","BRE","EDDW",53.0475006104,8.78666973114,14,1,"E","Europe/Berlin","airport","OurAirports"
354,"Frankfurt-Egelsbach Airport","Egelsbach","Germany","QEF","EDFE",49.959999,8.645833,384,1,"E","Europe/Berlin","airport","OurAirports"
355,"Frankfurt-Hahn Airport","Hahn","Germany","HHN","EDFH",49.9487,7.26389,1649,1,"E","Europe/Berlin","airport","OurAirports"
356,"Mannheim-City Airport","Mannheim","Germany","MHG","EDFM",49.473057,8.514167,308,1,"E","Europe/Berlin","airport","OurAirports"
357,"Allendorf/Eder Airport","Allendorf","Germany",\N,"EDFQ",51.03499984741211,8.680832862854004,1158,1,"E","Europe/Berlin","airport","OurAirports"
358,"Worms Airport","Worms","Germany",\N,"EDFV",49.606945,8.368333,295,1,"E","Europe/Berlin","airport","OurAirports"
359,"Mainz-Finthen Airport","Mainz","Germany",\N,"EDFZ",49.967499,8.147222,525,1,"E","Europe/Berlin","airport","OurAirports"
360,"Eisenach-Kindel Airport","Eisenach","Germany","EIB","EDGE",50.991604,10.47973,1112,1,"E","Europe/Berlin","airport","OurAirports"
361,"Siegerland Airport","Siegerland","Germany","SGE","EDGS",50.707698822021484,8.082969665527344,1966,1,"E","Europe/Berlin","airport","OurAirports"
362,"Hamburg-Finkenwerder Airport","Hamburg","Germany","XFW","EDHI",53.5352783203125,9.835556030273438,23,1,"E","Europe/Berlin","airport","OurAirports"
363,"Kiel-Holtenau Airport","Kiel","Germany","KEL","EDHK",54.37944412231445,10.145277976989746,102,1,"E","Europe/Berlin","airport","OurAirports"
364,"Lübeck Blankensee Airport","Luebeck","Germany","LBC","EDHL",53.8054008484,10.7192001343,53,1,"E","Europe/Berlin","airport","OurAirports"
365,"Flugplatz Dahlemer Binz","Dahlemer Binz","Germany",\N,"EDKV",50.405555725,6.5288891792,1896,1,"E","Europe/Berlin","airport","OurAirports"
366,"Meinerzhagen Airport","Meinerzhagen","Germany",\N,"EDKZ",51.099998474121094,7.599999904632568,1549,1,"E","Europe/Berlin","airport","OurAirports"
367,"Arnsberg-Menden Airport","Arnsberg","Germany",\N,"EDLA",51.483890533447266,7.8983330726623535,794,1,"E","Europe/Berlin","airport","OurAirports"
368,"Essen Mulheim Airport","Essen","Germany","ESS","EDLE",51.40230178833008,6.9373297691345215,424,1,"E","Europe/Berlin","airport","OurAirports"
369,"Bielefeld Airport","Bielefeld","Germany","BFE","EDLI",51.964722,8.544444,454,1,"E","Europe/Berlin","airport","OurAirports"
370,"Mönchengladbach Airport","Moenchengladbach","Germany","MGL","EDLN",51.230278,6.504444,125,1,"E","Europe/Berlin","airport","OurAirports"
371,"Paderborn Lippstadt Airport","Paderborn","Germany","PAD","EDLP",51.614101409899995,8.616319656369999,699,1,"E","Europe/Berlin","airport","OurAirports"
372,"Stadtlohn-Vreden Airport","Stadtlohn","Germany",\N,"EDLS",51.99583435058594,6.8405561447143555,157,1,"E","Europe/Berlin","airport","OurAirports"
